Parcel Number,Sale Date,Sale Amount,Address,Style,Year Built,Total SF,Lot Area,Appraised Value,Recording
1024117003,07/07/2013,"$203,000","3321 WINTERGREEN DR, IOWA CITY",1 Story Frame,2007,1303,"9,662","$337,450",5136-831
1023303003,03/27/2013,"$203,500","2355 NOR ST, IOWA CITY",1 Story Frame,2001,1278,"8,400","$315,750",5072-617
0907258014,04/16/2013,"$204,000","3600 LOWER WEST BRANCH RD, IOWA CITY",1 Story Frame,2008,1284,"10,332","$289,290",5084-12
1011326015,05/01/2013,"$204,000","1116 HOTZ AVE, IOWA CITY",1 1/2 Story Frame,1925,1056,"6,914","$286,680",5091-423
1013211007,10/04/2013,"$204,900","2720 BROOKSIDE DR, IOWA CITY",1 Story Frame,1966,1284,"12,000","$302,790",5180-376
1011352011,06/25/2013,"$205,000","1618 WILSON ST, IOWA CITY",1 Story Frame,1925,1357,"5,550","$421,580",5118-205
1022479008,07/08/2013,"$206,000","823 MCCOLLISTER CT, IOWA CITY",1 Story Frame,2007,1306,"8,295","$347,040",5135-666
0918228013,07/29/2013,"$206,500","619 SCOTT PARK DR, IOWA CITY",1 Story Frame,1998,1408,"6,916","$327,200",5166-756
1009203002,05/16/2013,"$206,500","927 PARK RD, IOWA CITY",1 Story Frame,1955,1056,"8,050","$363,170",5093-922
1011435013,05/17/2013,"$207,000","1822 GLENDALE RD, IOWA CITY",1 Story Brick,1962,1236,"8,800","$329,000",5108-119
1017483003,06/10/2013,"$207,000","16 EALING DR, IOWA CITY",Split Foyer Frame,1980,1290,"9,000","$306,520",5121-442
1016336001,05/28/2013,"$207,500","1014 SUNSET ST, IOWA CITY",1 Story Frame,1976,1308,"10,150","$315,110",5103-869
1011461002,06/19/2013,"$208,000","307 MORNINGSIDE DR, IOWA CITY",1 1/2 Story Frame,1955,1513,"6,840","$348,210",5118-796
1012302022,07/08/2013,"$208,000","19 GREEN MOUNTAIN DR, IOWA CITY",1 Story Frame,1976,1848,"11,475","$354,700",5123-490
1016260009,07/01/2013,"$208,000","1321 OAKCREST ST, IOWA CITY",1 Story Frame,1961,910,"7,800","$283,840",5134-311
1023308002,08/22/2013,"$208,500","1601 WETHERBY DR, IOWA CITY",1 Story Frame,2004,1560,"8,438","$351,970",5153-86
1013457004,02/27/2013,"$209,000","15 WAKEFIELD CT, IOWA CITY",2 Story Frame,1980,2240,"11,746","$314,640",5057-211
0918129002,05/31/2013,"$210,000","701 ARLINGTON DR, IOWA CITY",2 Story Frame,1994,2402,"17,640","$604,550",5119-431
1010187003,11/01/2013,"$210,000","319 N DODGE ST, IOWA CITY",1 Story Frame,1942,1671,"4,320","$305,500",5178-427
1012417003,10/22/2013,"$210,000","101 AMHURST ST, IOWA CITY",2 Story Frame,1978,1944,"17,005","$341,540",5174-474
1016271004,05/22/2013,"$210,000","811 WEEBER ST, IOWA CITY",Split Level Frame,1960,1004,"13,120","$327,220",5096-725
1022477004,03/01/2013,"$210,000","804 OXEN LN, IOWA CITY",1 Story Frame,2012,1380,"9,272","$368,660",5058-605
1011435003,07/09/2013,"$212,000","40 N LOWELL ST, IOWA CITY",1 Story Brick,1957,1334,"10,120","$327,450",5127-617
1012335008,06/14/2013,"$212,000","2315 PRINCETON RD, IOWA CITY",Split Foyer Frame,1972,1594,"12,600","$377,840",5110-849
1014337002,07/30/2013,"$212,000","1101 YEWELL ST, IOWA CITY",1 1/2 Story Frame,1950,1761,"3,660","$341,300",5142-906
1016342003,03/01/2013,"$214,000","1111 WYLDE GREEN RD, IOWA CITY",1 Story Frame,1967,1220,"10,500","$318,390",5059-719
1023204013,06/06/2013,"$214,900","1403 HOLLYWOOD BLVD, IOWA CITY",2 Story Frame,1968,1940,"9,800","$316,920",5110-958
0907430003,04/01/2013,"$215,000","72 ASHFORD PL, IOWA CITY",Split Foyer Frame,2002,1249,"8,016","$313,200",5076-259
1011151010,11/19/2013,"$215,000","310 WOODRIDGE AVE, IOWA CITY",Split Level Frame,1972,1200,"11,266","$331,700",5190-939
1011458001,06/21/2013,"$215,000","1724 E COURT ST, IOWA CITY",1 Story Frame,1948,1652,"13,366","$382,280",5118-475
1013276009,06/04/2013,"$215,000","2816 EASTWOOD DR, IOWA CITY",2 Story Frame,1962,2040,"9,384","$340,720",5108-449
1016333008,07/01/2013,"$215,000","1006 SUNSET ST, IOWA CITY",1 Story Frame,1973,1504,"10,220","$358,430",5136-913
1003180002,09/05/2013,"$217,000","1432 BURESH AVE, IOWA CITY",1 Story Frame,1964,1244,"23,850","$354,060",5156-930
1013457026,07/15/2013,"$217,000","10 WAKEFIELD CT, IOWA CITY",1 Story Frame,1991,1494,"8,235","$293,470",5131-798
1012383001,04/11/2013,"$217,500","2626 E COURT ST, IOWA CITY",Split Foyer Frame,1974,2622,"17,372","$392,690",5079-34
1003197009,06/13/2013,"$218,000","708 WHITING AVE, IOWA CITY",1 Story Frame,1938,1910,"10,460","$421,470",5113-74
1013410005,02/14/2013,"$218,000","1330 CHAMBERLAIN DR, IOWA CITY",2 Story Frame,1989,1929,"9,000","$362,890",5056-257
1113407004,07/13/2013,"$218,000","1353 SANTA FE DR, IOWA CITY",Split Level Frame,1992,1786,"10,732","$300,680",5133-90
0907468005,08/30/2013,"$219,000","383 ARLINGTON DR, IOWA CITY",1 Story Frame,2010,1500,"12,289","$310,500",5154-7
1011363010,07/12/2013,"$219,000","228 FAIRVIEW AVE, IOWA CITY",1 Story Brick,1947,1810,"10,050","$370,430",5130-378
1013287010,06/25/2013,"$219,900","731 PERRY CT, IOWA CITY",1 Story Frame,1984,1442,"10,650","$355,740",5131-123
1011311002,09/25/2013,"$220,000","39 N 7TH AVE, IOWA CITY",1 Story Frame,1955,1224,"10,500","$297,120",5164-548
1013162002,10/31/2013,"$220,000","3111 ALPINE CT, IOWA CITY",1 Story Frame,1968,2064,"13,778","$368,390",5177-113
1014202015,06/28/2013,"$220,000","1622 MUSCATINE AVE, IOWA CITY",2 Story Frame,1935,2027,"9,801","$342,940",5125-453
1017155043,08/06/2013,"$220,000","8 WESTGATE CIR, IOWA CITY",1 Story Frame,1973,1228,"16,407","$299,850",5144-275
1017481004,10/29/2013,"$220,000","33 DENBIGH DR, IOWA CITY",Split Foyer Frame,1978,1428,"9,000","$328,290",5177-503
1018278013,02/06/2013,"$220,000","713 TIPPERARY RD, IOWA CITY",2 Story Frame,2001,1547,"9,960","$336,340",5060-689
1013178009,09/15/2013,"$220,500","810 JUNIPER DR, IOWA CITY",2 Story Frame,1967,1957,"10,400","$334,560",5162-105
1011326022,06/11/2013,"$221,500","1158 HOTZ AVE, IOWA CITY",1 1/2 Story Frame,1912,1377,"6,000","$399,400",5111-916
1023311005,08/20/2013,"$221,900","1474 WETHERBY DR, IOWA CITY",Split Level Frame,2004,1972,"11,381","$349,660",5152-574
1023303005,07/20/2013,"$222,000","2375 NOR ST, IOWA CITY",1 Story Frame,2001,1379,"10,240","$342,860",5144-901
1015105006,07/01/2013,"$222,500","802 BOWERY ST, IOWA CITY",2 Story Frame,1915,1833,"5,445","$298,820",5123-322
1113401008,06/26/2013,"$223,000","1366 SANTA FE DR, IOWA CITY",1 Story Frame,1990,1478,"10,800","$304,920",5132-328
1018402014,07/25/2013,"$223,500","2718 IRVING AVE, IOWA CITY",2 Story Frame,1999,1793,"9,599","$379,560",5150-112
1009156008,07/03/2013,"$225,000","110 LUSK AVE, IOWA CITY",1 1/2 Story Frame,1909,1596,"22,750","$473,900",5123-92
1010478007,07/25/2013,"$225,000","107 S LUCAS ST, IOWA CITY",2 Story Frame,1924,1644,"4,400","$272,340",5143-154
1014256007,10/25/2013,"$225,000","833 ROOSEVELT ST, IOWA CITY",1 Story Frame,1932,1108,"8,400","$341,910",5176-266
1016332001,07/10/2013,"$225,000","815 WYLDE GREEN RD, IOWA CITY",1 Story Frame,1966,1588,"10,349","$343,970",5126-97
1017433002,12/05/2013,"$225,000","1022 ESTRON ST, IOWA CITY",1 Story Frame,1976,1435,"13,532","$348,810",5188-277
1018305009,02/06/2013,"$225,500","3626 FOXANA DR, IOWA CITY",1 Story Frame,1989,1656,"11,640","$387,430",5050-446
1015188007,07/07/2013,"$226,000","707 WALNUT ST, IOWA CITY",2 Story Frame,1909,1733,"7,200","$380,080",5126-941
0907438002,04/30/2013,"$227,000","81 EVERSULL LN, IOWA CITY",1 Story Frame,2005,1232,"7,995","$361,400",5094-957
0907366010,02/07/2013,"$228,000","57 LINDEMANN DR, IOWA CITY",Split Level Frame,2003,1984,"10,228","$362,730",5050-700
0918182005,06/14/2013,"$230,000","68 SUTHERLAND PL, IOWA CITY",2 Story Frame,1999,1972,"13,260","$437,040",5128-904
1002202008,03/01/2013,"$230,000","1914 BRISTOL DR, IOWA CITY",2 Story Frame,1999,1901,"12,615","$376,480",5060-431
1010276005,09/12/2013,"$230,000","312 FAIRCHILD ST, IOWA CITY",2 Story Frame,1912,1865,"5,969","$382,670",5159-401
1017385007,04/13/2013,"$230,000","2319 ABBEY LN, IOWA CITY",1 Story Frame,1984,1434,"14,400","$351,830",5097-663
1010179001,01/09/2013,"$232,000","630 FAIRCHILD ST, IOWA CITY",2 Story Brick,1875,1680,"6,000","$350,830",5039-824
1017484002,06/20/2013,"$232,500","143 CARDIFF CIR, IOWA CITY",1 Story Frame,1979,1776,"13,320","$362,280",5117-111
1013459001,07/22/2013,"$233,000","5 BRUNSWICK CT, IOWA CITY",1 Story Frame,1997,1364,"12,610","$321,260",5135-63
1010137009,05/02/2013,"$233,500","622 N VAN BUREN ST, IOWA CITY",2 Story Frame,1910,1534,"6,686","$332,750",5087-553
1011310006,08/16/2013,"$233,500","1508 GLENDALE RD, IOWA CITY",1 Story Brick,1956,1668,"9,250","$381,270",5149-183
1009156013,11/04/2013,"$233,900","6 ROWLAND CT, IOWA CITY",1 Story Frame,1940,1836,"8,856","$438,940",5180-212
1011162001,05/21/2013,"$234,000","1807 WINSTON DR, IOWA CITY",1 Story Frame,1984,1488,"10,925","$367,910",5106-452
0907435001,06/14/2013,"$235,000","4579 YORK PL, IOWA CITY",Split Level Frame,2005,1232,"9,675","$347,780",5109-575
1004278001,10/02/2013,"$235,000","1760 MACKINAW DR, IOWA CITY",2 Story Frame,2005,1572,"9,196","$334,810",5168-805
1009257008,06/11/2013,"$235,000","30 ROCKY SHORE DR, IOWA CITY",1 Story Frame,1926,1297,"8,000","$348,580",5120-132
0907379009,11/22/2013,"$235,500","66 CHARLES DR, IOWA CITY",Split Level Frame,2006,1974,"9,750","$326,320",5184-986
1011158004,07/02/2013,"$236,500","1818 WINSTON DR, IOWA CITY",1 Story Frame,1965,1208,"14,725","$377,020",5135-545
1012429026,10/07/2013,"$237,000","1 WELLESLEY WAY, IOWA CITY",1 Story Frame,1976,1670,"12,600","$464,460",5168-970
1023359007,06/26/2013,"$237,500","1253 LANGENBERG AVE, IOWA CITY",1 Story Frame,2012,1390,"6,301","$358,360",5125-960
1013201006,06/28/2013,"$239,000","2615 E COURT ST, IOWA CITY",1 Story Frame,1943,2090,"12,254","$342,500",5119-186
1010277009,07/01/2013,"$240,000","230 FAIRCHILD ST, IOWA CITY",2 Story Frame,1900,2022,"4,500","$365,660",5123-143
1016105001,11/15/2013,"$240,000","400 BROOKLAND PL, IOWA CITY",2 Story Frame,1900,1352,"15,246","$432,590",5182-129
1010155007,10/22/2013,"$241,600","314 FAIRCHILD ST, IOWA CITY",2 Story Frame,1905,1960,"5,700","$354,260",5176-285
0907457001,10/28/2013,"$242,000","51 ASHFORD PL, IOWA CITY",2 Story Frame,2003,1782,"7,438","$373,740",5177-954
1004489006,06/13/2013,"$242,000","8 PARK RD, IOWA CITY",2 Story Frame,1931,2132,"10,240","$534,960",5112-358
1013426021,12/16/2013,"$242,500","2 BEDFORD CT, IOWA CITY",2 Story Frame,1968,2056,"10,761","$353,220",5192-362
1010480008,08/28/2013,"$245,000","112 S GOVERNOR ST, IOWA CITY",2 Story Frame,1916,2214,"3,900","$358,900",5160-275
1018153001,05/15/2013,"$245,000","743 TIPPERARY RD, IOWA CITY",1 Story Frame,2002,1422,"9,960","$363,750",5098-758
1113405002,03/05/2013,"$245,000","1263 SANTA FE DR, IOWA CITY",Split Level Frame,1998,1952,"11,661","$353,810",5064-143
1113478011,09/16/2013,"$245,000","5 PHOENIX PL, IOWA CITY",2 Story Frame,1991,1902,"13,596","$353,080",5168-528
1017411012,05/28/2013,"$247,000","148 PENFRO DR, IOWA CITY",Split Foyer Frame,1976,1630,"9,660","$351,180",5109-402
1113406007,06/28/2013,"$247,000","2 DURANGO PL, IOWA CITY",2 Story Frame,1998,1792,"15,795","$374,790",5118-330
1013411001,02/04/2013,"$247,900","3437 HAMPTON ST, IOWA CITY",1 Story Frame,1991,1508,"14,495","$345,460",5052-21
1009103004,07/15/2013,"$248,000","417 FERSON AVE, IOWA CITY",1 Story Frame,1952,1074,"9,000","$373,900",5139-703
0907381006,02/19/2013,"$249,000","29 CHARLES DR, IOWA CITY",1 Story Frame,2004,1432,"7,247","$386,720",5061-616
1018402012,10/11/2013,"$249,000","2702 IRVING AVE, IOWA CITY",2 Story Frame,1999,1793,"8,604","$354,850",5171-156
1013401023,07/09/2013,"$249,900","3332 VILLAGE RD, IOWA CITY",2 Story Frame,1990,2403,"11,954","$424,660",5129-737
0907436003,05/30/2013,"$250,000","170 ASHFORD PL, IOWA CITY",Split Level Frame,2004,1822,"7,500","$378,440",5107-330
1004337002,07/15/2013,"$250,000","853 WALKER CIR, IOWA CITY",1 Story Frame,2009,1566,"3,602","$371,440",5137-778
1016128002,08/02/2013,"$250,000","215 MELROSE CT, IOWA CITY",1 Story Frame,1900,713,"7,062","$260,370",5145-333
1017127018,07/15/2013,"$250,000","1922 CALVIN AVE, IOWA CITY",Split Level Frame,1974,1980,"13,277","$398,000",5132-149
1017131007,07/24/2013,"$250,000","416 MACBRIDE RD, IOWA CITY",2 Story Frame,1974,1692,"10,032","$457,390",5139-891
1017383011,06/18/2013,"$250,000","1426 BURRY DR, IOWA CITY",1 Story Frame,1983,2009,"11,921","$374,030",5115-448
1017437017,07/29/2013,"$250,000","1906 HAFOR CIR, IOWA CITY",1 Story Frame,1978,1798,"15,956","$409,520",5145-709
1018279006,04/13/2013,"$250,000","702 TIPPERARY RD, IOWA CITY",2 Story Frame,1999,1679,"8,100","$354,820",5128-833
1004280010,09/12/2013,"$250,800","1701 MACKINAW DR, IOWA CITY",2 Story Frame,2008,1888,"8,239","$411,480",5163-575
1012351003,04/12/2013,"$250,800","108 S MOUNT VERNON DR, IOWA CITY",1 Story Frame,1967,2285,"12,615","$460,030",5090-957
1012429016,03/17/2013,"$252,000","103 BOWLING GREEN PL, IOWA CITY",2 Story Frame,1978,2290,"15,300","$406,360",5067-895
0907467002,06/27/2013,"$254,000","79 WHITECHAPEL DR, IOWA CITY",1 Story Frame,2009,1351,"8,000","$371,080",5121-514
1004280009,09/10/2013,"$254,000","1717 MACKINAW DR, IOWA CITY",1 Story Frame,2009,1274,"5,500","$381,580",5162-315
0907373006,10/28/2013,"$255,000","53 MARY CT, IOWA CITY",Split Level Frame,2005,1598,"19,108","$368,720",5179-758
1010133002,05/16/2013,"$255,000","427 BROWN ST, IOWA CITY",2 Story Frame,1916,1787,"4,000","$350,860",5103-664
1010134012,03/25/2013,"$255,000","510 RONALDS ST, IOWA CITY",2 Story Frame,1913,1798,"6,000","$362,160",5071-295
1017477007,04/19/2013,"$255,000","54 DENBIGH DR, IOWA CITY",2 Story Frame,1978,2324,"10,800","$375,970",5091-519
1011255005,05/31/2013,"$256,000","930 FAIRCHILD ST, IOWA CITY",1 1/2 Story Frame,1895,1654,"7,280","$401,950",5100-683
0907385002,05/08/2013,"$258,750","100 KENNETH DR, IOWA CITY",2 Story Frame,2006,2188,"7,813","$426,490",5091-925
0918228004,06/14/2013,"$258,900","440 SCOTT PARK DR, IOWA CITY",1 1/2 Story Frame,1991,2160,"11,000","$410,380",5110-527
1017280006,09/20/2013,"$259,000","805 SPENCER DR, IOWA CITY",Split Level Frame,1984,1412,"17,477","$399,880",5165-426
1013166001,06/14/2013,"$259,900","3023 PINECREST RD, IOWA CITY",2 Story Frame,1965,2017,"14,904","$423,200",5110-450
1016136002,08/30/2013,"$259,900","618 BROOKLAND PARK DR, IOWA CITY",1 Story Frame,1934,1498,"9,263","$408,200",5155-951
1024136002,04/05/2013,"$259,900","1807 CHELSEA CT, IOWA CITY",1 Story Frame,2012,1466,"8,100","$388,340",5077-287
0907384001,07/19/2013,"$260,000","4171 RUTH ST, IOWA CITY",2 Story Frame,2007,2000,"9,864","$424,990",5145-37
0918403014,08/02/2013,"$260,000","1261 HAMILTON CT, IOWA CITY",1 Story Frame,1998,1457,"12,450","$401,350",5142-251
1012281001,06/03/2013,"$260,000","210 GREEN MOUNTAIN DR, IOWA CITY",2 Story Frame,1988,2358,"25,360","$511,650",5106-46
1014257004,07/12/2013,"$260,000","810 ROOSEVELT ST, IOWA CITY",1 1/2 Story Frame,1900,1418,"7,200","$334,110",5137-190
1017410001,07/22/2013,"$260,000","15 PENFRO DR, IOWA CITY",2 Story Frame,1977,2058,"9,000","$392,370",5138-156
1017430009,05/28/2013,"$260,000","1902 GRASLON DR, IOWA CITY",Split Foyer Frame,1975,1708,"10,404","$401,490",5097-243
1011433006,07/15/2013,"$261,000","1722 RIDGEWAY DR, IOWA CITY",Split Level Frame,1962,1275,"9,960","$379,150",5130-827
1004281003,05/03/2013,"$261,500","1830 MACKINAW DR, IOWA CITY",2 Story Frame,2008,1556,"6,875","$382,960",5087-53
1018209018,07/15/2013,"$262,000","702 GALWAY DR, IOWA CITY",1 Story Frame,2010,1354,"9,669","$369,990",5136-591
1024120004,07/10/2013,"$262,000","1850 RICHMOND LN, IOWA CITY",1 Story Frame,2012,1320,"8,775","$368,720",5126-16
0907388001,04/04/2013,"$265,000","103 CHARLES DR, IOWA CITY",2 Story Frame,2005,2152,"9,722","$390,680",5086-133
1011429001,05/01/2013,"$265,000","1917 ROCHESTER CT, IOWA CITY",1 Story Frame,1963,1828,"11,400","$457,590",5089-222
1011479007,06/14/2013,"$265,000","2018 DUNLAP CT, IOWA CITY",2 Story Frame,1914,2038,"12,338","$466,140",5110-745
1013493004,07/12/2013,"$265,000","1033 CHAMBERLAIN DR, IOWA CITY",2 Story Frame,2005,2004,"9,653","$419,890",5130-777
1018209014,07/25/2013,"$265,000","744 GALWAY DR, IOWA CITY",1 Story Frame,2007,1204,"9,634","$400,050",5138-213
1011376005,10/16/2013,"$266,450","1122 E WASHINGTON ST, IOWA CITY",2 Story Frame,2009,2160,"8,820","$426,890",5174-251
0907381012,10/16/2013,"$267,000","57 CHARLES DR, IOWA CITY",2 Story Frame,2004,2020,"8,688","$389,010",5173-391
1009283018,07/09/2013,"$267,800","927 RIDER ST, IOWA CITY",1 Story Frame,1950,952,"10,000","$380,350",5135-643
1012258003,02/14/2013,"$269,000","330 POST RD, IOWA CITY",1 Story Frame,1976,1924,"11,700","$454,380",5054-116
0907386013,05/15/2013,"$269,900","4080 RUTH ST, IOWA CITY",1 Story Frame,2011,1433,"7,200","$407,550",5094-744
1013497004,05/26/2013,"$269,900","3057 WINTERGREEN DR, IOWA CITY",1 Story Frame,2012,1430,"8,825","$384,580",5104-195
1004204004,07/02/2013,"$270,000","1936 MACKINAW DR, IOWA CITY",1 Story Frame,2010,1397,"19,423","$410,310",5126-297
1013417001,07/19/2013,"$270,000","1228 CHAMBERLAIN DR, IOWA CITY",2 Story Frame,2005,2304,"9,113","$425,720",5137-757
1113427001,09/11/2013,"$270,000","1408 PHOENIX DR, IOWA CITY",2 Story Frame,2002,1860,"11,520","$407,380",5161-100
0907366006,08/27/2013,"$272,500","61 PHYLLIS PL, IOWA CITY",1 Story Frame,2003,1455,"15,000","$403,010",5153-619
1013401019,10/18/2013,"$272,500","1123 HAMPTON CT, IOWA CITY",2 Story Frame,1992,2152,"9,313","$372,680",5173-611
